,date,lat,lng,thunder,snow,minhumidity,coolingdegreedays,maxdewptm,heatingdegreedays,meanpressurem,rain,minwspdm,fog,humidity,gdegreedays,mindewptm,minpressurem,maxtempm,meanwindspdm,maxpressurem,hail,meandewptm,maxwspdm,precipm,meantempm,meanwdird,maxhumidity,mintempm
1188,5,0.7700042296952004,-1.3747741353751155,0.0,0.0,53.0,0.0,13.0,6.0,1014.8,1.0,0.0,0.0,68.0,10.0,2.0,1010.0,22.0,10.0,1023.0,0.0,9.0,37.0,0.0,16.0,326.0,88.0,9.0
1191,5,0.7663736737713998,-1.3445640277305937,0.0,0.0,20.0,0.0,6.0,10.0,1015.82,0.0,7.0,0.0,51.0,5.0,1.0,1015.0,18.0,16.0,1017.0,0.0,3.0,26.0,0.0,12.0,84.0,79.0,7.0
1192,5,0.7663736737713998,-1.3445640277305937,0.0,0.0,14.0,0.0,7.0,4.0,1013.55,0.0,6.0,0.0,51.0,11.0,0.0,1012.0,22.0,20.0,1015.0,0.0,5.0,32.0,0.0,16.0,47.0,80.0,10.0
1193,5,0.7663736737713998,-1.3445640277305937,0.0,0.0,63.0,0.0,10.0,14.0,1009.34,0.0,6.0,0.0,83.0,1.0,6.0,1008.0,14.0,10.0,1010.0,0.0,9.0,20.0,0.0,10.0,211.0,94.0,7.0
1194,6,0.7830710577281284,-1.3930636313000244,0.0,0.0,35.0,0.0,15.0,2.0,1020.14,0.0,0.0,0.0,71.0,12.0,9.0,1019.0,25.0,3.0,1022.0,0.0,12.0,9.0,0.0,17.0,298.0,100.0,9.0
1195,6,0.7637417955848124,-1.3918752734583013,0.0,0.0,28.0,3.0,13.0,0.0,1019.7,0.0,0.0,0.0,51.0,18.0,9.0,1017.0,27.0,6.0,1022.0,0.0,11.0,17.0,0.0,20.0,121.0,77.0,13.0
1196,6,0.7737468304358717,-1.3696480818682262,0.0,0.0,37.0,0.0,14.0,6.0,1023.0,0.0,0.0,0.0,65.0,10.0,7.0,1019.0,23.0,2.0,1025.0,0.0,11.0,9.0,0.0,16.0,-1.0,94.0,8.0
1197,4,0.7710839064964189,-1.3479851238178413,0.0,0.0,15.0,0.0,0.0,24.0,1021.9,0.0,0.0,0.0,54.0,0.0,-9.0,1020.0,13.0,5.0,1025.0,0.0,-4.0,17.0,0.0,5.0,251.0,93.0,-3.0
1198,4,0.7669366901617367,-1.4017068653662774,0.0,0.0,20.0,0.0,8.0,4.0,1015.5,0.0,2.0,0.0,52.0,10.0,3.0,1012.0,25.0,7.0,1018.0,0.0,6.0,26.0,0.0,16.0,-1.0,83.0,6.0
1199,5,0.7669366901617367,-1.4017068653662774,0.0,0.0,29.0,0.0,6.0,16.0,1023.75,0.0,7.0,0.0,51.0,0.0,-2.0,1020.0,17.0,7.0,1027.0,0.0,2.0,13.0,0.0,10.0,-1.0,68.0,2.0
1200,5,0.7669366901617367,-1.4017068653662774,0.0,0.0,33.0,0.0,6.0,12.0,1017.75,0.0,7.0,0.0,54.0,2.0,3.0,1017.0,16.0,6.0,1018.0,0.0,4.0,13.0,0.0,12.0,-1.0,77.0,7.0
1201,5,0.7669366901617367,-1.4017068653662774,0.0,0.0,21.0,0.0,4.0,9.0,1019.5,0.0,4.0,0.0,43.0,6.0,3.0,1018.0,21.0,4.0,1021.0,0.0,3.0,6.0,0.0,14.0,-1.0,75.0,6.0
1202,5,0.7669366901617367,-1.4017068653662774,0.0,0.0,21.0,0.0,8.0,6.0,1017.25,0.0,6.0,0.0,52.0,9.0,4.0,1015.0,22.0,6.0,1019.0,0.0,6.0,17.0,0.0,15.0,-1.0,78.0,8.0
1204,4,0.7669366901617367,-1.4017068653662774,0.0,0.0,23.0,0.0,1.0,21.0,1011.0,0.0,4.0,0.0,53.0,0.0,-3.0,1006.0,13.0,9.0,1017.0,0.0,-2.0,22.0,0.0,7.0,-1.0,68.0,1.0
1205,6,0.7669366901617367,-1.4017068653662774,0.0,0.0,37.0,6.0,17.0,0.0,1013.0,0.0,2.0,0.0,65.0,22.0,15.0,1011.0,29.0,5.0,1014.0,0.0,16.0,17.0,0.0,22.0,-1.0,97.0,15.0
1206,7,0.7903699548972385,-1.3241417398726754,0.0,0.0,59.0,16.0,24.0,0.0,1010.94,0.0,6.0,0.0,84.0,30.0,23.0,1009.0,31.0,10.0,1013.0,0.0,23.0,18.0,0.0,26.0,191.0,100.0,22.0
1207,7,0.7903699548972385,-1.3241417398726754,0.0,0.0,46.0,2.0,22.0,0.0,1006.41,1.0,0.0,0.0,80.0,17.0,12.0,1003.0,23.0,8.0,1009.0,0.0,17.0,28.0,2.0,20.0,204.0,100.0,16.0
1208,7,0.7903699548972385,-1.3241417398726754,0.0,0.0,57.0,0.0,19.0,2.0,1010.1,1.0,4.0,0.0,82.0,13.0,11.0,1005.0,19.0,14.0,1016.0,0.0,15.0,22.0,0.6,18.0,315.0,94.0,14.0
1209,8,0.7903699548972385,-1.3241417398726754,0.0,0.0,23.0,7.0,16.0,0.0,1018.61,0.0,4.0,1.0,59.0,22.0,11.0,1017.0,30.0,9.0,1020.0,0.0,14.0,22.0,0.0,22.0,210.0,100.0,14.0
1210,8,0.7903699548972385,-1.3241417398726754,0.0,0.0,24.0,10.0,18.0,0.0,1018.36,0.0,4.0,1.0,60.0,26.0,12.0,1016.0,32.0,9.0,1020.0,0.0,16.0,18.0,0.0,24.0,220.0,88.0,16.0
1211,4,0.7756057650259085,-1.391452788783449,0.0,0.0,55.0,0.0,9.0,18.0,1003.5,0.0,17.0,0.0,71.0,0.0,2.0,999.0,11.0,16.0,1008.0,0.0,4.0,37.0,0.0,8.0,-1.0,88.0,6.0
1212,4,0.7637417955848124,-1.3918752734583013,0.0,0.0,35.0,0.0,2.0,17.0,1012.0,0.0,9.0,0.0,61.0,0.0,-3.0,1010.0,14.0,14.0,1014.0,0.0,1.0,30.0,0.0,8.0,4.0,81.0,3.0
1214,4,0.7636610443728328,-1.3919743903815243,0.0,0.0,10.0,0.0,-2.0,12.0,1028.93,0.0,4.0,0.0,30.0,2.0,-9.0,1026.0,19.0,12.0,1030.0,0.0,-5.0,32.0,0.0,12.0,70.0,53.0,4.0
1215,5,0.7913568344264905,-1.3826246833519222,0.0,0.0,21.0,0.0,5.0,14.0,1019.25,0.0,2.0,0.0,41.0,1.0,0.0,1018.0,21.0,3.0,1020.0,0.0,3.0,9.0,0.0,10.0,-1.0,58.0,0.0
1216,5,0.7697494263516022,-1.3535268566346272,0.0,0.0,63.0,0.0,11.0,10.0,1016.13,0.0,11.0,0.0,79.0,5.0,8.0,1015.0,17.0,13.0,1017.0,0.0,10.0,20.0,0.0,12.0,69.0,88.0,8.0
1217,5,0.7697494263516022,-1.3535268566346272,0.0,0.0,43.0,0.0,8.0,11.0,1016.59,1.0,4.0,0.0,61.0,4.0,1.0,1016.0,18.0,13.0,1018.0,0.0,5.0,26.0,0.0,12.0,300.0,71.0,6.0
1218,5,0.7761238644330949,-1.3985527069480868,0.0,0.0,40.0,0.0,7.0,15.0,1003.83,0.0,6.0,0.0,78.0,0.0,4.0,1002.0,14.0,21.0,1006.0,0.0,6.0,32.0,0.0,10.0,308.0,98.0,6.0
1219,5,0.7697494263516022,-1.3535268566346272,1.0,0.0,70.0,9.0,23.0,0.0,1017.08,1.0,0.0,0.0,87.0,24.0,18.0,1015.0,29.0,4.0,1018.0,0.0,20.0,20.0,2.0,23.0,246.0,100.0,17.0
1220,6,0.7700476582181063,-1.3478148726776018,0.0,0.0,79.0,0.0,16.0,8.0,1007.72,1.0,0.0,0.0,92.0,6.0,8.0,1006.0,17.0,8.0,1010.0,0.0,13.0,28.0,1.0,14.0,272.0,100.0,10.0
1221,7,0.7697494263516022,-1.3535268566346272,0.0,0.0,65.0,4.0,20.0,0.0,1016.56,1.0,0.0,0.0,85.0,20.0,17.0,1014.0,24.0,6.0,1018.0,0.0,18.0,24.0,0.0,20.0,214.0,100.0,17.0
1222,5,0.7446231983233703,-1.4035986221990864,0.0,0.0,21.0,0.0,4.0,16.0,1021.24,0.0,0.0,0.0,53.0,0.0,-3.0,1014.0,18.0,4.0,1025.0,0.0,0.0,18.0,0.0,9.0,202.0,90.0,0.0
1223,5,0.7549954974550771,-1.3903971560540402,0.0,0.0,38.0,0.0,5.0,19.0,1028.65,0.0,0.0,0.0,70.0,0.0,-2.0,1023.0,10.0,4.0,1032.0,0.0,2.0,15.0,0.0,8.0,59.0,87.0,5.0
1224,5,0.7885193245304802,-1.3201174303763823,0.0,0.0,41.0,2.0,15.0,0.0,1012.12,0.0,0.0,0.0,66.0,16.0,11.0,1010.0,26.0,4.0,1014.0,0.0,13.0,17.0,0.0,19.0,181.0,91.0,12.0
1225,6,0.7547307882158121,-1.3983146737551027,0.0,0.0,38.0,0.0,10.0,6.0,1019.17,0.0,0.0,0.0,61.0,9.0,6.0,1016.0,22.0,10.0,1021.0,0.0,8.0,24.0,0.0,14.0,1.0,87.0,7.0
1226,7,0.7913568344264905,-1.3826246833519222,0.0,0.0,52.0,0.0,16.0,2.0,1014.75,0.0,0.0,0.0,75.0,14.0,14.0,1014.0,24.0,4.0,1015.0,0.0,15.0,11.0,0.0,18.0,-1.0,97.0,12.0
1227,7,0.7549954974550771,-1.3903971560540402,0.0,0.0,36.0,8.0,18.0,0.0,1017.04,0.0,0.0,0.0,73.0,22.0,12.0,1014.0,27.0,7.0,1019.0,0.0,16.0,24.0,0.0,22.0,107.0,93.0,18.0
1229,6,0.7669366901617367,-1.4017068653662774,0.0,0.0,82.0,0.0,15.0,13.0,1000.0,0.0,7.0,0.0,92.0,2.0,5.0,994.0,15.0,12.0,1008.0,0.0,9.0,33.0,0.0,11.0,-1.0,100.0,7.0
1230,6,0.7669366901617367,-1.4017068653662774,0.0,0.0,45.0,0.0,6.0,16.0,1013.25,0.0,6.0,0.0,64.0,0.0,6.0,1011.0,16.0,9.0,1014.0,0.0,6.0,18.0,0.0,9.0,-1.0,88.0,4.0
1231,6,0.7669366901617367,-1.4017068653662774,0.0,0.0,35.0,0.0,14.0,3.0,1011.25,0.0,7.0,0.0,56.0,12.0,7.0,1007.0,29.0,11.0,1014.0,0.0,11.0,32.0,0.0,16.0,-1.0,94.0,7.0
1232,6,0.7669366901617367,-1.4017068653662774,0.0,0.0,30.0,2.0,13.0,0.0,1015.75,0.0,2.0,0.0,48.0,18.0,11.0,1014.0,27.0,5.0,1017.0,0.0,12.0,13.0,0.0,20.0,-1.0,67.0,13.0
1233,6,0.7669366901617367,-1.4017068653662774,0.0,0.0,61.0,8.0,20.0,0.0,1010.5,0.0,17.0,0.0,69.0,22.0,16.0,1010.0,25.0,13.0,1011.0,0.0,18.0,20.0,0.0,22.0,-1.0,90.0,20.0
1234,6,0.7669366901617367,-1.4017068653662774,0.0,0.0,38.0,0.0,10.0,9.0,1017.0,0.0,6.0,0.0,62.0,6.0,7.0,1015.0,20.0,9.0,1018.0,0.0,9.0,20.0,0.0,13.0,-1.0,90.0,8.0
1265,7,0.7903699548972385,-1.3241417398726754,0.0,0.0,31.0,2.0,14.0,0.0,1023.6,0.0,4.0,0.0,61.0,16.0,10.0,1019.0,25.0,8.0,1027.0,0.0,12.0,13.0,0.0,19.0,103.0,82.0,13.0
1266,7,0.7866635271051441,-1.3668109704680593,0.0,0.0,22.0,0.0,11.0,6.0,1025.89,0.0,0.0,0.0,64.0,8.0,4.0,1024.0,24.0,2.0,1027.0,0.0,7.0,9.0,0.0,14.0,6.0,97.0,5.0
1267,8,0.7866635271051441,-1.3668109704680593,0.0,0.0,27.0,0.0,14.0,1.0,1021.39,0.0,0.0,0.0,67.0,14.0,8.0,1019.0,27.0,3.0,1023.0,0.0,11.0,13.0,0.0,18.0,237.0,99.0,9.0
1268,8,0.7866635271051441,-1.3668109704680593,0.0,0.0,41.0,0.0,17.0,3.0,1012.4,0.0,0.0,0.0,76.0,12.0,7.0,1008.0,26.0,4.0,1015.0,0.0,12.0,18.0,6.0,16.0,189.0,98.0,7.0
1269,9,0.7866635271051441,-1.3668109704680593,0.0,0.0,42.0,0.0,15.0,6.0,1029.37,0.0,0.0,0.0,77.0,10.0,6.0,1026.0,25.0,3.0,1031.0,0.0,10.0,13.0,0.0,15.0,234.0,99.0,5.0
1270,9,0.7866635271051441,-1.3668109704680593,0.0,0.0,33.0,9.0,19.0,0.0,1017.11,0.0,0.0,0.0,64.0,24.0,12.0,1015.0,31.0,6.0,1019.0,0.0,16.0,11.0,0.0,23.0,287.0,94.0,15.0
1271,8,0.7697494263516022,-1.3535268566346272,0.0,0.0,60.0,7.0,23.0,0.0,1012.96,1.0,0.0,0.0,79.0,22.0,15.0,1009.0,26.0,8.0,1016.0,0.0,18.0,17.0,10.0,22.0,191.0,100.0,19.0
1274,5,0.7913568344264905,-1.3826246833519222,0.0,0.0,13.0,0.0,5.0,11.0,1014.25,0.0,0.0,0.0,44.0,4.0,-3.0,1014.0,23.0,4.0,1015.0,0.0,2.0,18.0,0.0,12.0,-1.0,92.0,2.0
1275,5,0.7682557238416213,-1.3529149633143178,0.0,0.0,37.0,0.0,8.0,10.0,1009.68,0.0,7.0,0.0,59.0,4.0,3.0,1008.0,19.0,15.0,1011.0,0.0,5.0,35.0,0.0,12.0,266.0,81.0,6.0
1277,5,0.7913568344264905,-1.3826246833519222,0.0,0.0,71.0,0.0,14.0,11.0,1012.5,0.0,2.0,0.0,87.0,4.0,8.0,1011.0,19.0,4.0,1014.0,0.0,11.0,13.0,0.0,12.0,-1.0,100.0,8.0
1278,5,0.7547307882158121,-1.3983146737551027,0.0,0.0,52.0,0.0,17.0,0.0,1012.58,0.0,0.0,1.0,78.0,16.0,12.0,1006.0,25.0,7.0,1018.0,0.0,15.0,18.0,0.0,18.0,313.0,94.0,12.0
1279,5,0.7697494263516022,-1.3535268566346272,1.0,0.0,70.0,9.0,23.0,0.0,1017.08,1.0,0.0,0.0,87.0,24.0,18.0,1015.0,29.0,4.0,1018.0,0.0,20.0,20.0,2.0,23.0,246.0,100.0,17.0
1280,5,0.7797827627471867,-1.328636155232208,0.0,0.0,27.0,0.0,8.0,9.0,1016.69,0.0,0.0,0.0,57.0,6.0,2.0,1012.0,23.0,2.0,1020.0,0.0,5.0,9.0,0.0,14.0,180.0,93.0,4.0
1281,5,0.7697494263516022,-1.3535268566346272,1.0,0.0,70.0,9.0,23.0,0.0,1017.08,1.0,0.0,0.0,87.0,24.0,18.0,1015.0,29.0,4.0,1018.0,0.0,20.0,20.0,2.0,23.0,246.0,100.0,17.0
1282,6,0.7697494263516022,-1.3535268566346272,0.0,0.0,59.0,8.0,21.0,0.0,1013.0,0.0,7.0,0.0,71.0,24.0,15.0,1010.0,28.0,12.0,1015.0,0.0,18.0,20.0,0.0,23.0,208.0,83.0,18.0
1283,6,0.7697494263516022,-1.3535268566346272,0.0,0.0,57.0,6.0,20.0,0.0,1016.54,1.0,4.0,0.0,75.0,21.0,15.0,1016.0,26.0,8.0,1018.0,0.0,18.0,15.0,0.4,22.0,79.0,94.0,17.0
1284,8,0.7697494263516022,-1.3535268566346272,0.0,0.0,63.0,20.0,27.0,0.0,1008.77,0.0,11.0,0.0,80.0,35.0,24.0,1008.0,34.0,16.0,1009.0,0.0,25.0,37.0,0.0,30.0,222.0,94.0,25.0
1285,8,0.7697494263516022,-1.3535268566346272,0.0,0.0,58.0,2.0,21.0,0.0,1009.43,1.0,0.0,0.0,79.0,16.0,10.0,1004.0,26.0,12.0,1015.0,0.0,16.0,39.0,2.0,20.0,219.0,94.0,13.0
1286,9,0.7547307882158121,-1.3983146737551027,0.0,0.0,54.0,0.0,15.0,5.0,1019.58,0.0,4.0,0.0,84.0,10.0,11.0,1019.0,20.0,8.0,1020.0,0.0,13.0,15.0,0.0,15.0,301.0,100.0,10.0
1287,8,0.7866635271051441,-1.3668109704680593,0.0,0.0,35.0,3.0,18.0,0.0,1014.21,0.0,0.0,0.0,76.0,18.0,13.0,1010.0,27.0,1.0,1018.0,0.0,15.0,6.0,0.0,20.0,85.0,95.0,13.0
1288,8,0.7866635271051441,-1.3668109704680593,0.0,0.0,29.0,0.0,13.0,11.0,1021.91,0.0,0.0,0.0,69.0,4.0,2.0,1020.0,23.0,3.0,1024.0,0.0,8.0,13.0,0.7,12.0,114.0,97.0,1.0
1289,9,0.7866635271051441,-1.3668109704680593,0.0,0.0,47.0,0.0,13.0,8.0,1027.27,0.0,0.0,0.0,82.0,6.0,8.0,1023.0,18.0,3.0,1029.0,0.0,11.0,17.0,18.0,14.0,83.0,94.0,9.0
1290,9,0.7866635271051441,-1.3668109704680593,0.0,0.0,64.0,0.0,15.0,15.0,1018.71,0.0,0.0,0.0,86.0,0.0,3.0,1014.0,15.0,6.0,1025.0,0.0,9.0,13.0,0.0,10.0,28.0,98.0,3.0
1291,9,0.7866635271051441,-1.3668109704680593,0.0,0.0,58.0,0.0,16.0,5.0,1014.04,0.0,0.0,0.0,86.0,10.0,8.0,1009.0,23.0,4.0,1019.0,0.0,13.0,15.0,0.0,16.0,215.0,99.0,8.0
1292,9,0.7866635271051441,-1.3668109704680593,0.0,0.0,77.0,0.0,16.0,5.0,1006.92,0.0,2.0,0.0,90.0,10.0,11.0,1004.0,20.0,6.0,1013.0,0.0,14.0,11.0,11.0,16.0,202.0,97.0,11.0
1293,4,0.7700849412464229,-1.38858306276877,0.0,0.0,12.0,0.0,2.0,15.0,1022.49,0.0,2.0,0.0,51.0,0.0,-6.0,1021.0,19.0,8.0,1024.0,0.0,-2.0,18.0,0.0,10.0,322.0,97.0,0.0
1294,5,0.7697494263516022,-1.3535268566346272,1.0,0.0,35.0,4.0,18.0,0.0,1020.36,1.0,4.0,0.0,68.0,18.0,6.0,1018.0,26.0,12.0,1022.0,0.0,14.0,28.0,0.0,20.0,238.0,94.0,14.0
1295,5,0.7913568344264905,-1.3826246833519222,0.0,0.0,51.0,0.0,15.0,2.0,1022.5,0.0,2.0,0.0,71.0,14.0,7.0,1021.0,22.0,5.0,1024.0,0.0,12.0,13.0,0.0,18.0,-1.0,97.0,13.0
1296,5,0.7913568344264905,-1.3826246833519222,0.0,0.0,20.0,0.0,7.0,15.0,1024.25,0.0,0.0,0.0,57.0,0.0,0.0,1022.0,20.0,2.0,1026.0,0.0,4.0,9.0,0.0,10.0,-1.0,100.0,1.0
1297,6,0.7913568344264905,-1.3826246833519222,0.0,0.0,36.0,2.0,17.0,0.0,1017.0,0.0,0.0,0.0,72.0,17.0,14.0,1016.0,28.0,4.0,1018.0,0.0,16.0,11.0,0.0,20.0,-1.0,99.0,11.0
1298,6,0.7697494263516022,-1.3535268566346272,0.0,0.0,43.0,6.0,18.0,0.0,1011.0,0.0,0.0,0.0,71.0,22.0,16.0,1008.0,28.0,6.0,1013.0,0.0,17.0,22.0,0.0,22.0,211.0,94.0,16.0
1299,6,0.7547307882158121,-1.3983146737551027,0.0,0.0,33.0,7.0,19.0,0.0,1011.66,0.0,0.0,0.0,68.0,22.0,14.0,1009.0,30.0,7.0,1014.0,0.0,16.0,20.0,0.0,22.0,213.0,94.0,14.0
1300,6,0.7913568344264905,-1.3826246833519222,0.0,0.0,75.0,0.0,17.0,2.0,998.33,0.0,4.0,0.0,88.0,14.0,15.0,995.0,20.0,6.0,1003.0,0.0,16.0,13.0,0.0,17.0,-1.0,99.0,15.0
1301,6,0.7913568344264905,-1.3826246833519222,0.0,0.0,32.0,0.0,11.0,10.0,1021.0,0.0,0.0,0.0,63.0,5.0,6.0,1020.0,23.0,3.0,1022.0,0.0,9.0,7.0,0.0,12.0,-1.0,100.0,3.0
1302,6,0.7646843743885385,-1.3814065039787964,0.0,0.0,37.0,8.0,17.0,0.0,1011.17,0.0,0.0,0.0,62.0,23.0,14.0,1008.0,30.0,3.0,1014.0,0.0,16.0,15.0,0.0,22.0,168.0,88.0,15.0
1303,6,0.7913568344264905,-1.3826246833519222,0.0,0.0,24.0,0.0,13.0,3.0,1021.75,0.0,0.0,0.0,57.0,12.0,8.0,1021.0,28.0,3.0,1023.0,0.0,11.0,9.0,0.0,16.0,-1.0,100.0,6.0
1304,6,0.7913568344264905,-1.3826246833519222,0.0,0.0,18.0,4.0,13.0,0.0,1022.25,0.0,0.0,0.0,49.0,18.0,10.0,1021.0,30.0,3.0,1023.0,0.0,12.0,9.0,0.0,20.0,-1.0,98.0,10.0
1305,6,0.7646843743885385,-1.3814065039787964,0.0,0.0,27.0,5.0,13.0,0.0,1015.15,0.0,0.0,0.0,51.0,20.0,9.0,1013.0,29.0,5.0,1016.0,0.0,12.0,17.0,0.0,21.0,280.0,82.0,13.0
1306,6,0.7646843743885385,-1.3814065039787964,0.0,0.0,37.0,8.0,17.0,0.0,1013.57,0.0,0.0,0.0,54.0,23.0,12.0,1012.0,28.0,9.0,1016.0,0.0,14.0,18.0,0.0,23.0,308.0,68.0,18.0
1307,6,0.7646843743885385,-1.3814065039787964,1.0,0.0,39.0,10.0,19.0,0.0,1010.57,1.0,0.0,0.0,64.0,25.0,10.0,1008.0,30.0,9.0,1014.0,0.0,15.0,28.0,16.0,24.0,217.0,83.0,17.0
1308,6,0.7913568344264905,-1.3826246833519222,0.0,0.0,50.0,0.0,10.0,6.0,1016.5,0.0,6.0,0.0,64.0,8.0,9.0,1014.0,19.0,7.0,1018.0,0.0,10.0,15.0,0.0,14.0,-1.0,79.0,11.0
1309,6,0.7913568344264905,-1.3826246833519222,0.0,0.0,37.0,0.0,16.0,0.0,1021.25,0.0,0.0,0.0,70.0,14.0,11.0,1020.0,27.0,2.0,1022.0,0.0,14.0,9.0,0.0,18.0,-1.0,99.0,9.0
1310,6,0.7443089108821307,-1.4044004054497274,0.0,0.0,32.0,10.0,19.0,0.0,1020.27,0.0,0.0,0.0,64.0,24.0,14.0,1018.0,32.0,5.0,1022.0,0.0,17.0,15.0,0.0,24.0,206.0,91.0,15.0
1311,7,0.7913568344264905,-1.3826246833519222,0.0,0.0,36.0,0.0,10.0,12.0,1026.5,0.0,2.0,0.0,64.0,3.0,4.0,1025.0,21.0,4.0,1028.0,0.0,8.0,13.0,0.0,12.0,-1.0,97.0,2.0
1312,5,0.7866635271051441,-1.3668109704680593,0.0,0.0,23.0,0.0,8.0,9.0,1021.46,0.0,0.0,0.0,58.0,6.0,3.0,1019.0,22.0,4.0,1024.0,0.0,5.0,11.0,0.0,13.0,4.0,94.0,4.0
1313,6,0.7866635271051441,-1.3668109704680593,0.0,0.0,28.0,0.0,9.0,10.0,1014.76,0.0,2.0,0.0,56.0,4.0,1.0,1013.0,17.0,11.0,1016.0,0.0,4.0,22.0,0.0,12.0,357.0,77.0,7.0
1314,7,0.7646843743885385,-1.3814065039787964,0.0,0.0,33.0,2.0,13.0,0.0,1008.91,1.0,0.0,0.0,60.0,16.0,9.0,1005.0,24.0,9.0,1013.0,0.0,11.0,26.0,1.0,19.0,291.0,77.0,14.0
1315,7,0.7646843743885385,-1.3814065039787964,0.0,0.0,21.0,6.0,11.0,0.0,1024.39,0.0,0.0,0.0,43.0,21.0,5.0,1023.0,28.0,8.0,1026.0,0.0,9.0,15.0,0.0,22.0,357.0,63.0,15.0
1316,7,0.7866635271051441,-1.3668109704680593,0.0,0.0,70.0,0.0,17.0,6.0,1010.8,0.0,0.0,0.0,85.0,8.0,10.0,1008.0,19.0,3.0,1013.0,0.0,14.0,9.0,0.6,14.0,303.0,95.0,10.0
1317,7,0.7866635271051441,-1.3668109704680593,0.0,0.0,66.0,0.0,14.0,12.0,1009.8,0.0,0.0,0.0,90.0,4.0,7.0,1004.0,17.0,4.0,1014.0,0.0,11.0,17.0,9.0,12.0,199.0,97.0,7.0
1318,5,0.7697494263516022,-1.3535268566346272,0.0,0.0,39.0,0.0,13.0,3.0,1021.26,0.0,0.0,0.0,65.0,12.0,8.0,1018.0,25.0,7.0,1024.0,0.0,11.0,18.0,0.0,16.0,204.0,93.0,8.0
1319,8,0.7647588431107771,-1.3859896130682023,0.0,0.0,28.0,6.0,16.0,0.0,1012.39,0.0,0.0,0.0,57.0,21.0,11.0,1011.0,28.0,9.0,1014.0,0.0,13.0,22.0,0.0,22.0,4.0,88.0,15.0
1320,8,0.7697494263516022,-1.3535268566346272,0.0,0.0,47.0,7.0,20.0,0.0,1015.87,0.0,0.0,0.0,74.0,22.0,15.0,1014.0,29.0,7.0,1018.0,0.0,18.0,26.0,0.0,22.0,220.0,94.0,15.0
1325,4,0.7698784731462497,-1.386334189687576,0.0,0.0,30.0,0.0,11.0,5.0,1015.9,0.0,0.0,0.0,58.0,10.0,6.0,1014.0,24.0,5.0,1017.0,0.0,8.0,20.0,0.0,16.0,157.0,87.0,7.0
1326,5,0.7669366901617367,-1.4017068653662774,0.0,0.0,36.0,0.0,6.0,17.0,1022.25,0.0,6.0,0.0,60.0,0.0,1.0,1021.0,16.0,5.0,1024.0,0.0,4.0,7.0,0.0,9.0,-1.0,90.0,2.0
1327,5,0.7669366901617367,-1.4017068653662774,0.0,0.0,68.0,0.0,8.0,16.0,1006.25,0.0,9.0,0.0,78.0,0.0,7.0,1005.0,11.0,10.0,1008.0,0.0,7.0,17.0,0.0,10.0,-1.0,88.0,8.0
1328,5,0.7669366901617367,-1.4017068653662774,0.0,0.0,24.0,0.0,12.0,5.0,1009.75,0.0,7.0,0.0,55.0,10.0,4.0,1009.0,20.0,9.0,1010.0,0.0,8.0,24.0,0.6,16.0,-1.0,88.0,11.0
1329,6,0.7669366901617367,-1.4017068653662774,0.0,0.0,27.0,0.0,11.0,0.0,1020.25,0.0,7.0,0.0,49.0,16.0,9.0,1018.0,25.0,8.0,1022.0,0.0,10.0,22.0,0.0,19.0,-1.0,71.0,13.0
1331,6,0.7903699548972385,-1.3241417398726754,1.0,0.0,42.0,2.0,16.0,0.0,1020.65,1.0,0.0,0.0,70.0,16.0,12.0,1019.0,26.0,5.0,1022.0,0.0,13.0,18.0,5.0,19.0,107.0,100.0,12.0
1332,6,0.7903699548972385,-1.3241417398726754,0.0,0.0,30.0,0.0,12.0,3.0,1019.25,0.0,4.0,0.0,59.0,12.0,6.0,1017.0,24.0,8.0,1021.0,0.0,9.0,24.0,0.0,16.0,233.0,87.0,9.0
1333,6,0.7903699548972385,-1.3241417398726754,0.0,0.0,51.0,14.0,23.0,0.0,1015.24,0.0,6.0,0.0,66.0,30.0,17.0,1012.0,32.0,8.0,1018.0,0.0,20.0,17.0,0.0,26.0,197.0,78.0,20.0
1334,6,0.7903699548972385,-1.3241417398726754,0.0,0.0,58.0,10.0,21.0,0.0,1013.23,0.0,0.0,0.0,72.0,26.0,17.0,1011.0,28.0,9.0,1015.0,0.0,19.0,20.0,0.0,24.0,346.0,94.0,20.0
1335,7,0.7903699548972385,-1.3241417398726754,0.0,0.0,45.0,8.0,19.0,0.0,1014.46,1.0,0.0,0.0,78.0,22.0,15.0,1012.0,28.0,6.0,1017.0,0.0,17.0,15.0,18.0,22.0,294.0,94.0,17.0
1336,7,0.7903699548972385,-1.3241417398726754,0.0,0.0,40.0,14.0,23.0,0.0,1010.03,0.0,6.0,0.0,71.0,30.0,17.0,1008.0,31.0,10.0,1014.0,0.0,20.0,24.0,0.0,26.0,237.0,94.0,22.0
1337,7,0.7903699548972385,-1.3241417398726754,1.0,0.0,74.0,7.0,21.0,0.0,1012.09,1.0,0.0,0.0,87.0,22.0,16.0,1011.0,25.0,7.0,1015.0,0.0,20.0,18.0,6.0,22.0,293.0,100.0,19.0
1338,5,0.7952507156038653,-1.3500847327203351,0.0,0.0,13.0,0.0,4.0,12.0,1018.46,0.0,0.0,0.0,55.0,2.0,-1.0,1016.0,23.0,3.0,1021.0,0.0,2.0,15.0,0.5,12.0,74.0,100.0,0.0
