id,date,lat,lng,tornado,monthtodatesnowfalli,thunder,meantempi,snow,meanvism,meanwdire,minhumidity,maxvism,since1jancoolingdegreedays,coolingdegreedays,maxdewptm,monthtodatecoolingdegreedays,since1sepheatingdegreedays,precipi,heatingdegreedays,meanpressurem,since1julsnowfallm,monthtodatesnowfallm,precipsource,rain,minwspdm,since1sepcoolingdegreedaysnormal,meanwindspdi,monthtodateheatingdegreedaysnormal,snowfallm,fog,humidity,minwspdi,meanpressurei,gdegreedays,since1julheatingdegreedays,mindewptm,maxwspdi,minpressurem,coolingdegreedaysnormal,maxtempm,minvisi,meanwindspdm,mintempi,maxpressurem,since1sepheatingdegreedaysnormal,hail,meandewptm,maxwspdm,precipm,meantempm,since1julheatingdegreedaysnormal,snowfalli,monthtodateheatingdegreedays,monthtodatecoolingdegreedaysnormal,since1sepcoolingdegreedays,maxpressurei,minvism,minpressurei,maxvisi,heatingdegreedaysnormal,since1jancoolingdegreedaysnormal,snowdepthm,meanwdird,meandewpti,meanvisi,maxhumidity,snowdepthi,mintempm,since1julsnowfalli,maxtempi,maxdewpti,mindewpti

528,20030519,44.475806891731004,-64.40333287037,0,,0,48,0,,NNE,46,,,0,5,,,0.00,16,1026.22,,,3Or6HourObs,0,6,,6,,,0,63,4,30.31,0,,-0,13,1024,,12,,9,44,1028,,0,3,20,0.0,10,,,,,,30.36,,30.26,,,,,17,37,,80,,7,,53,42,32

529,20030517,44.943183239284004,-65.074851748309,0,,0,50,0,18.3,WNW,26,24.1,,0,4,,,0.00,14,1030.55,,,3Or6HourObs,0,0,,2,,,1,59,0,30.44,0,,-4,7,1027,,21,0.2,4,32,1033,,0,1,11,0.0,10,,,,,,30.51,0.4,30.34,15.0,,,,284,33,11.4,100,,0,,69,39,25

530,20030521,45.881888171585,-61.393231275191,0,,0,62,0,,South,35,,,0,8,,,0.00,4,1017.85,,,3Or6HourObs,0,0,,6,,,0,55,0,30.06,12,,5,17,1017,,23,,9,49,1021,,0,7,28,0.0,16,,,,,,30.16,,30.03,,,,,181,44,,89,,9,,74,47,41

531,20030522,44.943183239284004,-65.074851748309,0,,0,57,0,24.1,ENE,37,24.1,,0,8,,,0.00,8,1026.05,,,3Or6HourObs,0,0,,7,,,0,60,0,30.30,7,,3,15,1022,,19,15.0,11,48,1029,,0,5,24,0.0,14,,,,,,30.40,24.1,30.17,15.0,,,,78,41,15.0,87,,9,,66,46,37

532,20030521,44.943183239284004,-65.074851748309,0,,0,61,0,24.1,NW,21,24.1,,0,7,,,0.00,4,1018.53,,,3Or6HourObs,0,0,,3,,,1,52,0,30.08,11,,2,14,1017,,27,15.0,5,42,1021,,0,5,22,0.0,16,,,,,,30.17,24.1,30.04,15.0,,,,305,41,15.0,87,,6,,80,45,36

533,20030529,45.881888171585,-61.393231275191,0,,0,54,0,,South,73,,,0,13,,,0.24,11,999.55,,,HourlyObs,0,6,,6,,,0,88,4,29.52,4,,8,13,999,,15,,9,48,1003,,0,11,20,6.1,12,,,,,,29.62,,29.49,,,,,191,51,,95,,9,,60,55,47

534,20040415,45.881888171585,-61.393231275191,0,,0,41,0,,West,90,,,0,9,,,0.00,24,1010.90,,,HourlyObs,0,9,,13,,,0,94,6,29.86,0,,-0,31,1007,,9,,20,33,1016,,0,3,50,0.0,5,,,,,,30.01,,29.74,,,,,275,37,,96,,1,,49,48,31

535,20040430,44.11695,-64.5755,0,,0,49,0,,SW,54,,,0,7,,,0.00,16,1021.09,,,3Or6HourObs,0,6,,8,,,0,81,4,30.16,0,,2,13,1019,,16,,13,37,1023,,0,4,20,0.0,10,,,,,,30.22,,30.09,,,,,228,39,,93,,3,,61,45,36

536,20040501,46.057269848735,-60.260314622908,0,,0,42,0,13.5,SSE,58,24.1,,0,7,,,0.00,23,1024.55,,,3Or6HourObs,0,0,,4,,,1,86,0,30.26,0,,1,15,1023,,11,0.2,7,33,1026,,0,3,24,0.0,6,,,,,,30.30,0.4,30.20,15.0,,,,147,37,8.4,100,,1,,51,45,34

537,20040510,46.057269848735,-60.260314622908,0,,0,43,0,24.1,WNW,44,24.1,,0,0,,,0.00,22,1020.55,,,3Or6HourObs,0,9,,10,,,0,56,6,30.14,0,,-5,17,1016,,11,15.0,16,35,1023,,0,-2,28,0.0,6,,,,,,30.22,24.1,29.99,15.0,,,,301,28,15.0,81,,2,,51,32,23

538,20040516,46.057269848735,-60.260314622908,0,,0,50,0,23.9,NNW,65,24.1,,0,14,,,0.00,14,1019.50,,,3Or6HourObs,1,0,,12,,,0,76,0,30.11,0,,-1,23,1011,,18,12.0,20,37,1026,,0,4,37,0.0,10,,,,,,30.29,19.3,29.86,15.0,,,,344,39,14.9,88,,3,,64,57,30

539,20040510,44.4839,-64.43,0,,0,41,0,,WSW,59,,,0,4,,,0.00,24,1023.20,,,3Or6HourObs,0,4,,6,,,0,79,2,30.22,0,,0,13,1019,,8,,10,36,1026,,0,2,20,0.0,5,,,,,,30.30,,30.09,,,,,238,36,,96,,2,,46,39,32

540,20040904,44.477073661675995,-64.413382238589,0,,0,59,0,,WNW,64,,,0,15,,,0.00,6,1018.19,,,3Or6HourObs,0,6,,7,,,0,84,4,30.07,9,,9,13,1015,,17,,12,55,1025,,0,12,20,0.0,15,,,,,,30.27,,29.97,,,,,302,54,,95,,12,,63,60,48

541,20040405,44.651136628955,-64.027607361559

542,20050425,45.921229625337,-63.915919189995,0,,0,50,0,,SE,81,,,0,13,,,0.67,16,1004.91,,,Precip6GroupSynop,0,7,,10,,,0,91,5,29.68,0,,3,21,1001,,15,,16,40,1011,,0,9,33,17.0,10,,,,,,29.85,,29.57,,,,,131,48,,97,,4,,59,56,37

543,20050426,45.921229625337,-63.915919189995,0,,0,44,0,,SW,46,,,0,6,,,0.00,21,1014.49,,,3Or6HourObs,0,7,,8,,,0,79,5,29.96,0,,1,15,1008,,12,,12,35,1022,,0,3,24,0.0,7,,,,,,30.19,,29.78,,,,,221,37,,94,,2,,53,43,33

544,20050429,44.4993,-63.53012,0,,0,42,0,,South,63,,,0,4,,,0.00,24,1013.79,,,3Or6HourObs,0,15,,20,,,0,85,9,29.94,0,,1,38,1005,,8,,32,36,1022,,0,3,61,0.0,5,,,,,,30.18,,29.69,,,,,179,37,,95,,2,,47,40,34

545,20040427,44.4993,-63.53012,0,,0,43,0,,South,92,,,0,8,,,0.00,22,1005.78,,,3Or6HourObs,0,2,,8,,,0,96,1,29.70,0,,3,18,1001,,8,,13,38,1014,,0,5,30,0.0,6,,,,,,29.95,,29.55,,,,,181,41,,97,,3,,48,47,37

546,20040429,44.4993,-63.53012,0,,0,43,0,,West,37,,,0,4,,,0.12,22,1024.46,,,3Or6HourObs,0,7,,12,,,0,59,5,30.26,0,,-7,28,1017,,9,,20,37,1028,,0,-2,44,0.3,6,,,,,,30.35,,30.03,,,,,271,28,,89,,3,,49,40,19

547,20040430,44.4993,-63.53012,0,,0,50,0,,SSE,52,,,0,7,,,0.00,15,1021.35,,,3Or6HourObs,0,2,,8,,,0,78,1,30.16,0,,2,16,1019,,16,,13,38,1024,,0,3,26,0.0,10,,,,,,30.24,,30.09,,,,,152,38,,87,,3,,62,44,35

548,20040501,44.4993,-63.53012,0,,0,41,0,,ESE,78,,,0,4,,,0.00,24,1022.01,,,3Or6HourObs,0,0,,6,,,0,87,0,30.18,0,,2,15,1020,,7,,10,36,1023,,0,3,24,0.0,4,,,,,,30.22,,30.12,,,,,109,37,,96,,2,,45,39,36

549,20040502,44.4993,-63.53012,0,,0,40,0,,ESE,93,,,0,6,,,0.00,25,1021.69,,,3Or6HourObs,0,9,,9,,,0,96,6,30.17,0,,2,13,1020,,6,,14,36,1023,,0,4,20,0.0,4,,,,,,30.21,,30.13,,,,,113,39,,97,,2,,44,43,36

550,20040428,44.4993,-63.53012,0,,0,44,0,,NNW,66,,,0,7,,,0.00,21,1006.64,,,3Or6HourObs,0,2,,7,,,0,89,1,29.73,0,,2,21,1004,,11,,11,36,1015,,0,4,33,0.0,6,,,,,,29.98,,29.64,,,,,348,40,,97,,2,,52,44,35

551,20050502,44.4839,-64.43,0,,0,44,0,,SSW,76,,,0,8,,,0.00,21,1011.87,,,3Or6HourObs,0,6,,9,,,0,94,4,29.88,0,,2,22,1007,,9,,15,40,1015,,0,6,35,0.0,6,,,,,,29.98,,29.74,,,,,213,43,,100,,4,,48,47,36

552,20050524,44.60385448177399,-65.396056505875,0,,0,46,0,,East,71,,,0,6,,,0.04,20,1016.32,,,Precip6GroupSynop,0,11,,9,,,0,89,7,30.02,0,,3,13,1015,,11,,14,39,1018,,0,5,20,1.0,8,,,,,,30.08,,29.96,,,,,92,40,,100,,4,,52,43,37

553,20050502,44.4993,-63.53012,0,,0,48,0,,SW,46,,,0,7,,,0.00,16,1011.55,,,3Or6HourObs,0,9,,13,,,0,69,6,29.88,0,,-1,23,1007,,12,,20,43,1014,,0,4,37,0.0,9,,,,,,29.96,,29.75,,,,,234,38,,95,,6,,54,45,31

554,20060405,45.057257611054,-64.02261804772999,0,,0,44,0,,SSE,29,,,0,3,,,0.00,22,,,,3Or6HourObs,0,2,,6,,,0,77,1,,0,,-5,13,,,12,,9,33,,,0,0,20,0.0,6,,,,,,,,,,,,,161,32,,95,,0,,54,37,23

555,20060414,44.662623398,-63.753198013

556,20060413,44.4839,-64.43,0,,0,44,0,,South,70,,,0,5,,,0.00,21,1024.58,,,3Or6HourObs,0,6,,9,,,0,80,4,30.26,0,,3,21,1018,,9,,14,40,1030,,0,4,33,0.0,6,,,,,,30.42,,30.08,,,,,179,39,,90,,4,,48,41,37

557,20060414,44.4839,-64.43,0,,0,46,0,,SE,82,,,0,8,,,0.00,20,1011.54,,,3Or6HourObs,0,2,,9,,,0,92,1,29.88,0,,4,20,1008,,9,,14,42,1018,,0,5,32,0.0,8,,,,,,30.06,,29.77,,,,,139,42,,95,,6,,49,46,39

558,20060415,44.4839,-64.43,0,,0,42,0,,East,95,,,0,6,,,0.00,24,1005.30,,,3Or6HourObs,0,2,,6,,,0,95,1,29.69,0,,3,17,1001,,6,,9,39,1009,,0,4,28,0.0,5,,,,,,29.79,,29.55,,,,,92,40,,96,,4,,44,43,38

559,20060417,44.4839,-64.43,0,,0,42,0,,NNW,81,,,0,6,,,0.00,24,998.11,,,3Or6HourObs,0,15,,14,,,0,86,9,29.48,0,,2,21,997,,6,,23,39,1000,,0,4,33,0.0,5,,,,,,29.55,,29.45,,,,,333,38,,95,,4,,44,43,35

560,20060420,44.4993,-63.53012,0,,0,43,0,,North,74,,,0,6,,,0.00,22,1004.42,,,3Or6HourObs,0,15,,17,,,0,85,9,29.66,0,,-0,33,998,,9,,27,37,1013,,0,4,54,0.0,6,,,,,,29.91,,29.47,,,,,359,39,,92,,2,,49,42,31

561,20070504,44.029850384,-64.711278825615,0,,0,45,0,,WNW,33,,,0,1,,,0.00,20,1013.01,,,3Or6HourObs,0,7,,9,,,0,55,5,29.92,0,,-2,17,1012,,12,,15,35,1016,,0,-1,28,0.0,6,,,,,,30.01,,29.88,,,,,297,30,,75,,1,,55,34,28

562,20070509,44.6473,-63.9025

563,20070510,44.4839,-64.43,0,,0,56,0,,SE,61,,,0,11,,,0.00,10,1015.59,,,3Or6HourObs,0,0,,3,,,0,83,0,29.99,6,,6,13,1015,,19,,5,45,1017,,0,8,20,0.0,13,,,,,,30.03,,29.97,,,,,127,46,,91,,7,,66,52,42

564,20070526,44.87818726,-63.6986368,0,,0,66,0,9.5,West,31,24.1,,0,15,,,0.00,0,1010.30,,,Precip6GroupSynop,0,6,,8,,,1,65,4,29.84,16,,6,18,1008,,29,0.0,13,46,1015,,0,11,30,0.0,18,,,,,,29.99,0.4,29.75,15.0,,,,262,51,5.9,100,,7,,85,59,43

565,20070527,44.87818726,-63.6986368,0,,0,57,0,23.2,NNW,21,24.1,,0,8,,,0.00,8,1021.12,,,Precip6GroupSynop,0,0,,8,,,0,49,0,30.16,7,,2,14,1013,,20,12.0,13,44,1025,,0,3,22,0.0,14,,,,,,30.28,19.3,29.93,15.0,,,,342,37,14.5,76,,7,,68,46,35

566,20070528,44.87818726,-63.6986368,0,,0,48,0,11.4,South,48,24.1,,0,11,,,0.00,17,1019.90,,,Precip6GroupSynop,1,6,,11,,,1,81,4,30.12,0,,2,23,1014,,12,0.0,18,43,1026,,0,6,37,0.0,9,,,,,,30.29,0.8,29.96,15.0,,,,170,44,7.1,100,,6,,53,52,36

567,20070602,44.87818726,-63.6986368,0,,0,60,0,15.9,North,30,24.1,,0,12,,,0.00,5,1013.25,,,Precip6GroupSynop,0,4,,7,,,1,69,2,29.93,10,,5,13,1010,,21,0.1,12,50,1017,,0,8,20,0.0,16,,,,,,30.04,0.2,29.82,15.0,,,,8,47,9.9,100,,10,,69,54,41

568,20070602,44.355035868170006,-64.855736626519,0,,0,58,0,,SE,61,,,0,15,,,0.08,7,1013.43,,,Precip6GroupSynop,0,0,,2,,,0,90,0,29.93,8,,9,6,1011,,19,,3,49,1016,,0,12,9,2.0,14,,,,,,30.02,,29.86,,,,,124,54,,99,,9,,67,59,49

569,20070605,44.87818726,-63.6986368,0,,1,58,0,4.6,SSE,75,24.1,,0,16,,,0.20,6,1005.96,,,Precip6GroupSynop,1,18,,16,,,1,95,12,29.71,8,,11,23,1004,,19,0.0,26,50,1009,,0,14,37,5.0,14,,,,,,29.81,0.2,29.64,15.0,,,,167,57,2.9,100,,10,,67,61,52

570,20080418,44.87818726,-63.6986368,0,,0,50,0,8.4,NNE,93,24.1,,0,13,,,0.08,15,1015.00,,,Precip6GroupSynop,1,0,,7,,,1,97,0,29.98,0,,6,16,1013,,13,0.0,11,44,1020,,0,10,26,2.0,10,,,,,,30.13,0.4,29.91,15.0,,,,24,50,5.2,100,,7,,56,56,43

571,20080418,44.4839,-64.43,0,,0,47,0,,NE,93,,,0,10,,,0.00,18,1014.12,,,3Or6HourObs,0,2,,5,,,0,95,1,29.95,0,,5,14,1012,,10,,8,43,1020,,0,7,22,0.0,8,,,,,,30.11,,29.89,,,,,56,45,,96,,6,,51,50,42

572,20080419,44.475806891731004,-64.40333287037,0,,0,51,0,,North,35,,,0,8,,,0.00,14,1017.72,,,3Or6HourObs,0,9,,9,,,0,59,6,30.06,1,,-0,16,1013,,16,,15,42,1024,,0,2,26,0.0,10,,,,,,30.25,,29.93,,,,,3,36,,91,,5,,60,47,31

573,20080419,44.4839,-64.43,0,,0,51,0,,North,35,,,0,8,,,0.00,14,1017.72,,,3Or6HourObs,0,9,,9,,,0,59,6,30.06,1,,-0,16,1013,,16,,15,42,1024,,0,2,26,0.0,10,,,,,,30.25,,29.93,,,,,3,36,,91,,5,,60,47,31

574,20080420,44.87818726,-63.6986368,0,,0,42,0,24.1,East,29,24.1,,0,0,,,0.00,24,1028.11,,,3Or6HourObs,0,0,,6,,,0,69,0,30.36,0,,-4,16,1025,,13,15.0,10,27,1030,,0,-2,26,0.0,6,,,,,,30.43,24.1,30.28,15.0,,,,80,29,15.0,93,,-2,,56,32,25

575,20080422,44.4993,-63.53012,0,,0,44,0,,WSW,29,,,0,3,,,0.00,22,1025.23,,,3Or6HourObs,0,2,,5,,,0,72,1,30.28,0,,-6,20,1023,,11,,8,34,1028,,0,0,32,0.0,6,,,,,,30.36,,30.20,,,,,257,33,,97,,1,,53,37,21

576,20080429,46.06729485,-60.5568805,0,,0,38,0,0.9,East,100,2.0,,0,5,,,0.03,27,1020.50,,,Precip6GroupSynop,1,6,,6,,,1,100,4,30.14,0,,2,12,1017,,5,0.0,10,35,1023,,0,4,18,0.8,4,,,,,,30.21,0.8,30.05,1.2,,,,87,39,0.6,100,,2,,41,41,36

577,20080518,43.0,-65.0

578,20080427,44.4993,-63.53012,0,,0,47,0,,North,39,,,0,2,,,0.00,18,1022.76,,,3Or6HourObs,0,4,,10,,,0,55,2,30.21,0,,-3,17,1021,,13,,16,39,1024,,0,-1,28,0.0,8,,,,,,30.25,,30.15,,,,,356,30,,76,,4,,55,35,26

579,20090424,44.4993,-63.53012,0,,0,,0,,West,,,,,,,,0.00,,,,,3Or6HourObs,0,2,,15,,,0,,1,,,,,23,,,,,24,,,,0,,37,0.0,,,,,,,,,,,,,,265,,,,,,,,,

580,20090425,44.355035868170006,-64.855736626519,0,,0,56,0,,South,14,,,0,8,,,0.03,10,1024.16,,,Precip6GroupSynop,0,0,,2,,,0,59,0,30.25,6,,0,8,1021,,24,,4,36,1026,,0,3,13,0.8,13,,,,,,30.32,,30.15,,,,,183,38,,89,,2,,75,47,32

581,20090508,44.355035868170006,-64.855736626519,0,,0,52,0,,ENE,88,,,0,13,,,0.12,14,1007.69,,,Precip6GroupSynop,0,0,,2,,,0,97,0,29.76,2,,8,5,1006,,13,,4,47,1010,,0,11,7,3.0,10,,,,,,29.83,,29.70,,,,,58,52,,100,,8,,55,55,47

582,20090516,44.355035868170006,-64.855736626519,0,,0,60,0,,ENE,59,,,0,13,,,0.03,6,1023.47,,,Precip6GroupSynop,0,0,,3,,,0,87,0,30.23,10,,10,6,1020,,19,,4,52,1026,,0,12,9,0.8,15,,,,,,30.29,,30.13,,,,,70,53,,99,,11,,67,56,50

583,20100517,45.308819,-63.277679,0,,0,48,0,,NNW,42,,,0,5,,,0.00,16,1015.37,,,Precip24Synop,0,4,,10,,,0,68,2,29.99,0,,2,18,1009,,13,,17,38,1020,,0,3,30,0.0,9,,,,,,30.12,,29.80,,,,,344,38,,89,,3,,56,40,35

584,20110412,44.790607161583004,-63.642425537109006,0,,0,50,0,9.4,SW,23,24.1,,0,11,,,0.08,14,1003.59,,,Precip6GroupSynop,1,13,,21,,,1,71,8,29.64,0,,-6,34,995,,15,0.0,33,39,1021,,0,4,56,2.0,10,,,,,,30.16,0.4,29.40,15.0,,,,234,40,5.9,100,,4,,59,52,21

585,20110417,44.4993,-63.53012,0,,0,40,0,,SSE,69,,,0,8,,,0.00,26,1015.07,,,3Or6HourObs,0,33,,25,,,0,89,21,29.98,0,,-4,43,1003,,7,,41,33,1032,,0,2,68,0.0,4,,,,,,30.48,,29.63,,,,,154,36,,98,,0,,46,46,25

586,20070428,44.662623398,-63.753198013

587,20080418,44.662623398,-63.753198013

588,20090422,44.662623398,-63.753198013

589,20100403,44.662623398,-63.753198013

590,20110424,44.662623398,-63.753198013

591,20120322,44.535674532413,-64.60578918457,0,,0,61,0,,WNW,40,,,0,9,,,0.00,4,1013.78,,,3Or6HourObs,0,15,,14,,,0,59,9,29.94,11,,7,20,1009,,21,,22,51,1019,,0,8,32,0.0,16,,,,,,30.09,,29.79,,,,,286,47,,80,,11,,71,48,45

592,20120418,44.662623398,-63.753198013

593,20120416,44.54055353728501,-64.31588530540499,0,,0,46,0,,SE,91,,,0,10,,,0.00,19,1020.34,,,3Or6HourObs,0,4,,5,,,0,98,2,30.13,0,,6,10,1019,,10,,8,42,1022,,0,7,17,0.0,8,,,,,,30.17,,30.09,,,,,142,44,,100,,5,,50,50,42

594,20120430,44.647376030309,-63.309284448624,0,,0,40,0,24.1,NNW,37,24.1,,0,-3,,,0.00,24,1021.99,,,3Or6HourObs,0,0,,8,,,0,49,0,30.18,0,,-7,16,1020,,8,15.0,12,35,1025,,0,-5,26,0.0,5,,,,,,30.27,24.1,30.12,15.0,,,,345,23,15.0,65,,2,,46,27,19

595,20120622,45.174046938309004,-64.56419372558601,0,,0,63,0,,SSE,58,,,0,16,,,0.00,2,1009.08,,,3Or6HourObs,0,0,,3,,,0,80,0,29.80,13,,11,6,1008,,23,,4,52,1011,,0,14,9,0.0,17,,,,,,29.85,,29.77,,,,,168,58,,97,,11,,74,61,52

596,20130430,44.662216683856,-63.527659416199,0,,0,45,0,,Variable,67,,,0,7,,,0.00,20,1028.75,,,Precip24Synop,0,2,,3,,,0,88,1,30.38,0,,4,9,1027,,11,,5,37,1030,,0,6,15,0.0,8,,,,,,30.42,,30.33,,,,,-1,43,,96,,3,,52,45,40

597,20130502,44.623094484981,-63.920120239258004

598,20130504,46.052859301288,-61.44948387146,0,,0,46,0,14.7,East,37,16.0,,0,2,,,0.00,18,1028.71,,,3Or6HourObs,0,4,,7,,,0,66,2,30.38,0,,-1,16,1028,,13,9.0,12,32,1030,,0,1,26,0.0,8,,,,,,30.43,14.5,30.35,10.0,,,,84,33,9.1,93,,0,,56,36,30

599,20130506,46.052859301288,-61.44948387146,0,,0,48,0,14.6,South,27,16.0,,0,5,,,0.00,18,1024.05,,,3Or6HourObs,0,0,,5,,,0,64,0,30.24,0,,-1,16,1022,,19,7.0,8,28,1026,,0,3,26,0.0,9,,,,,,30.29,11.3,30.19,10.0,,,,188,37,9.1,100,,-1,,67,41,30

600,20130426,44.4993,-63.53012,0,,0,43,0,,North,85,,,0,9,,,0.00,22,,,,3Or6HourObs,0,2,,12,,,0,93,1,,0,,2,24,,,9,,19,38,,,0,5,39,0.0,6,,,,,,,,,,,,,355,41,,99,,3,,48,48,35

601,20130512,45.041382837086,-64.759887695313,0,,0,62,0,18.9,South,73,24.1,,0,16,,,0.71,4,1006.29,,,Precip6GroupSynop,1,0,,7,,,0,90,0,29.72,12,,13,14,1002,,19,4.0,11,56,1011,,0,15,22,18.0,16,,,,,,29.85,6.4,29.60,15.0,,,,189,59,11.8,100,,13,,67,61,55

602,20140501,44.6544,-63.5247,0,,0,38,0,,Variable,84,,,0,4,,,0.00,28,1019.50,,,Precip24Synop,0,6,,4,,,0,90,4,30.10,0,,0,9,1010,,7,,6,31,1026,,0,2,15,0.0,4,,,,,,30.30,,29.82,,,,,-1,36,,97,,0,,44,39,33

603,20140504,44.73991,-63.76303

604,20140506,44.73991,-63.76303

605,20140508,44.4993,-63.53012,0,,0,40,0,,ESE,45,,,0,3,,,0.00,24,1020.55,,,3Or6HourObs,0,2,,4,,,0,71,1,30.14,0,,-4,10,1019,,7,,7,36,1023,,0,0,17,0.0,4,,,,,,30.20,,30.10,,,,,111,33,,90,,2,,45,38,24

606,20140516,44.6544,-63.5247,0,,0,56,0,,Variable,46,,,0,9,,,0.00,10,1028.50,,,Precip24Synop,0,6,,4,,,0,69,4,30.37,6,,8,12,1028,,19,,7,45,1029,,0,9,18,0.0,13,,,,,,30.39,,30.35,,,,,-1,48,,84,,7,,66,49,46

607,20140510,46.0,-60.0,0,,0,42,0,,Variable,69,,,0,10,,,0.00,22,1017.50,,,Precip24Synop,0,15,,12,,,0,82,9,30.05,0,,1,24,1008,,10,,19,35,1025,,0,5,39,0.0,6,,,,,,30.27,,29.77,,,,,-1,40,,91,,2,,51,49,34

608,20140519,44.6544,-63.5247,0,,0,47,0,,Variable,77,,,0,8,,,0.00,18,1015.50,,,Precip24Synop,0,6,,5,,,0,91,4,30.00,0,,5,9,1013,,11,,9,41,1017,,0,7,15,0.0,8,,,,,,30.04,,29.93,,,,,-1,44,,97,,5,,53,46,41

609,20140902,45.05616,-64.52025,0,,0,71,0,,SE,64,,,6,19,,,0.00,0,1012.82,,,3Or6HourObs,0,0,,2,,,0,86,0,29.91,21,,18,5,1010,,25,,3,64,1015,,0,18,7,0.0,22,,,,,,29.97,,29.84,,,,,130,65,,100,,18,,78,67,64

610,20150506,44.67155,-63.55538,0,,0,54,0,,Variable,11,,,0,0,,,0.00,12,1019.25,,,Precip24Synop,0,9,,7,,,0,27,6,30.11,4,,-6,14,1017,,17,,11,45,1022,,0,-2,22,0.0,12,,,,,,30.17,,30.05,,,,,-1,29,,43,,7,,63,33,21

611,20150509,46.052859301288,-61.44948387146,0,,0,36,0,14.7,South,43,16.0,,0,4,,,0.08,29,1028.82,,,Precip6GroupSynop,1,0,,6,,,0,69,0,30.38,0,,-4,15,1024,,9,9.0,9,24,1032,,0,-1,24,2.0,2,,,,,,30.48,14.5,30.24,10.0,,,,170,30,9.1,100,,-4,,48,39,25

612,20150528,44.6693,-63.50629,0,,0,60,0,17.6,SSW,83,24.1,,0,16,,,0.00,6,1021.17,,,3Or6HourObs,0,13,,10,,,0,89,8,30.16,10,,11,17,1020,,19,4.0,16,53,1022,,0,14,28,0.0,16,,,,,,30.18,6.4,30.11,15.0,,,,209,56,10.9,100,,12,,66,61,52

613,20170427,74.77584,-64.71497,0,,0,8,1,9.8,WSW,62,10.0,,0,-12,,,0.00,58,1000.24,,,3Or6HourObs,0,0,,8,,,0,79,0,29.54,0,,-22,15,996,,-8,5.0,13,0,1005,,0,-15,24,0.0,-14,,,,,,29.69,8.0,29.42,6.2,,,,249,5,6.1,86,,-18,,16,10,-8

614,20170427,44.68889,-63.88252

615,20170520,46.02176,-60.98236,0,,0,43,0,13.5,NW,40,16.0,,0,5,,,0.01,22,1012.90,,,Precip6GroupSynop,1,13,,14,,,0,76,8,29.91,0,,-2,28,1008,,7,1.0,22,41,1018,,0,2,44,0.3,6,,,,,,30.05,1.6,29.78,10.0,,,,308,36,8.4,100,,5,,45,41,28

616,20180426,44.623094484981,-63.920120239258004

617,20180429,46.052859301288,-61.44948387146,0,,0,47,0,6.3,North,87,16.0,,0,13,,,0.98,18,1009.21,,,Precip6GroupSynop,1,0,,7,,,1,97,0,29.81,0,,2,23,1002,,14,0.0,11,37,1016,,0,10,37,25.0,8,,,,,,30.02,0.3,29.60,10.0,,,,11,50,4.0,100,,3,,57,55,36

618,20180430,46.052859301288,-61.44948387146,0,,0,42,0,10.6,East,74,16.0,,0,8,,,0.16,22,1018.32,,,Precip6GroupSynop,1,0,,8,,,1,94,0,30.07,0,,0,21,1016,,12,0.0,13,32,1020,,0,4,33,4.0,6,,,,,,30.12,0.1,30.01,10.0,,,,80,39,6.6,100,,0,,53,46,32

619,20180502,46.052859301288,-61.44948387146,0,,0,50,0,11.6,WSW,45,16.0,,0,9,,,0.16,14,1009.68,,,Precip6GroupSynop,1,6,,7,,,1,79,4,29.82,0,,4,15,1006,,17,0.0,12,39,1012,,0,6,24,4.0,10,,,,,,29.88,0.3,29.70,10.0,,,,254,44,7.2,100,,4,,62,48,39

620,20180502,46.052859301288,-61.44948387146,0,,0,50,0,11.6,WSW,45,16.0,,0,9,,,0.16,14,1009.68,,,Precip6GroupSynop,1,6,,7,,,1,79,4,29.82,0,,4,15,1006,,17,0.0,12,39,1012,,0,6,24,4.0,10,,,,,,29.88,0.3,29.70,10.0,,,,254,44,7.2,100,,4,,62,48,39

621,20180503,44.66755,-63.52727,0,,0,56,0,,Variable,46,,,0,11,,,0.00,10,1012.62,,,Precip24Synop,0,4,,6,,,0,67,2,29.91,6,,7,14,1008,,15,,9,46,1016,,0,8,22,0.0,13,,,,,,30.02,,29.77,,,,,-1,47,,90,,8,,59,52,44

622,20180511,46.052859301288,-61.44948387146,0,,0,48,0,13.6,West,34,16.0,,0,10,,,0.04,18,1005.93,,,Precip6GroupSynop,1,4,,7,,,1,77,2,29.71,0,,-5,15,1002,,13,0.4,11,37,1015,,0,5,24,1.0,8,,,,,,29.97,0.6,29.60,10.0,,,,274,41,8.5,100,,3,,56,50,23

623,20180430,44.527,-63.8628,0,,0,45,0,,East,90,,,0,9,,,0.00,20,1016.00,,,3Or6HourObs,0,9,,11,,,0,97,6,30.01,0,,5,22,1014,,10,,17,40,1017,,0,6,35,0.0,7,,,,,,30.04,,29.96,,,,,87,43,,100,,4,,50,48,40

624,20000421,43.500000000000,-81.066666666667

625,20000416,43.275833000000,-79.949444000000,0,,0,,0,,Variable,,,,,,,,0.00,,,,,3Or6HourObs,0,,,,,,0,,,,,,,,,,,,,,,,0,,,0.0,,,,,,,,,,,,,,-1,,,,,,,,,

