id,date,lat,lng,tornado,monthtodatesnowfalli,thunder,meantempi,snow,meanvism,meanwdire,minhumidity,maxvism,since1jancoolingdegreedays,coolingdegreedays,maxdewptm,monthtodatecoolingdegreedays,since1sepheatingdegreedays,precipi,heatingdegreedays,meanpressurem,since1julsnowfallm,monthtodatesnowfallm,precipsource,rain,minwspdm,since1sepcoolingdegreedaysnormal,meanwindspdi,monthtodateheatingdegreedaysnormal,snowfallm,fog,humidity,minwspdi,meanpressurei,gdegreedays,since1julheatingdegreedays,mindewptm,maxwspdi,minpressurem,coolingdegreedaysnormal,maxtempm,minvisi,meanwindspdm,mintempi,maxpressurem,since1sepheatingdegreedaysnormal,hail,meandewptm,maxwspdm,precipm,meantempm,since1julheatingdegreedaysnormal,snowfalli,monthtodateheatingdegreedays,monthtodatecoolingdegreedaysnormal,since1sepcoolingdegreedays,maxpressurei,minvism,minpressurei,maxvisi,heatingdegreedaysnormal,since1jancoolingdegreedaysnormal,snowdepthm,meanwdird,meandewpti,meanvisi,maxhumidity,snowdepthi,mintempm,since1julsnowfalli,maxtempi,maxdewpti,mindewpti

543,20010713,44.637236013693,-75.957199813262,0,,0,64,0,,West,71,,,0,17,,,0.08,1,1010.92,,,HourlyObs,0,2,,3,,,0,87,1,29.86,14,,14,6,1010,,21,,5,58,1011,,0,15,9,2.0,18,,,,,,29.87,,29.83,,,,,266,59,,100,,14,,70,62,56

544,20020515,43.447222222222,-79.881111111111,0,,0,52,0,14.5,West,31,14.5,,0,3,,,0.00,12,1016.92,,,3Or6HourObs,0,7,,8,,,0,47,5,30.03,2,,-2,14,1012,,16,9.0,13,43,1019,,0,0,22,0.0,11,,,,,,30.09,14.5,29.89,9.0,,,,266,32,9.0,69,,6,,62,37,29

545,20020515,43.464166666667,-79.802777777700,0,,0,52,0,14.5,West,31,14.5,,0,3,,,0.00,12,1016.92,,,3Or6HourObs,0,7,,8,,,0,47,5,30.03,2,,-2,14,1012,,16,9.0,13,43,1019,,0,0,22,0.0,11,,,,,,30.09,14.5,29.89,9.0,,,,266,32,9.0,69,,6,,62,37,29

546,20020527,43.262500000000,-79.701944444445,0,,0,52,0,14.5,NE,48,14.5,,0,7,,,0.00,14,1020.95,,,3Or6HourObs,0,2,,4,,,0,62,1,30.15,2,,-0,7,1020,,12,9.0,6,49,1022,,0,4,11,0.0,10,,,,,,30.18,14.5,30.12,9.0,,,,39,39,9.0,79,,9,,54,45,32

547,20020507,44.000000000000,-79.250400000000,0,,0,57,0,9.6,West,58,16.1,,0,14,,,0.00,8,1014.15,,,3Or6HourObs,0,0,,7,,,0,74,0,29.95,7,,3,17,1010,,20,2.0,12,44,1022,,0,9,28,0.0,14,,,,,,30.19,3.2,29.84,10.0,,,,263,48,5.9,88,,7,,68,57,37

548,20020529,46.451352411074,-83.985129629630,0,,1,62,0,10,,59,16,,0,16,,,0.07,3,1012,,,,1,0,,6,,0.00,1,,0,29.89,12,,6,9,1010,,21,0,10,55,1015,,0,12,14,1.78,17,,0.00,,,,29.98,1,29.84,10,,,,116,53,6,100,,13,,69,60,43

549,20020528,44.150833333333,-79.812222222222,0,,0,63,0,,SE,39,,,0,14,,,0.00,2,,,,3Or6HourObs,0,0,,3,,,0,71,0,,13,,9,9,,,25,,5,49,,,0,11,15,0.0,17,,,,,,,,,,,,,135,52,,100,,9,,77,57,48

550,20020603,44.135100866145,-79.313259211882,0,,0,52,0,24.1,NW,39,24.1,,0,3,,,0.00,13,1019.00,,,3Or6HourObs,0,0,,4,,,0,52,0,30.09,2,,0,12,1016,,16,15.0,6,44,1021,,0,2,18,0.0,12,,,,,,30.16,24.1,29.99,15.0,,,,319,35,15.0,71,,7,,60,37,32

551,20020605,44.150833333333,-79.812222222222,0,,0,60,0,,SSW,88,,,0,19,,,0.00,6,,,,3Or6HourObs,0,0,,5,,,0,99,0,,10,,10,14,,,20,,8,50,,,0,14,22,0.0,15,,,,,,,,,,,,,193,56,,100,,10,,69,66,51

552,20020529,44.103393412563,-77.551376342773,0,,0,66,0,17.2,South,61,24.1,,1,17,,,0.00,0,1015.95,,,3Or6HourObs,1,0,,4,,,0,78,0,30.00,16,,11,12,1013,,25,6.0,7,55,1018,,0,15,18,0.0,19,,,,,,30.08,9.7,29.92,15.0,,,,191,58,10.7,94,,13,,77,63,52

553,20020607,43.262500000000,-79.701944444445,0,,0,54,0,14.5,NE,51,14.5,,0,9,,,0.00,10,1022.42,,,3Or6HourObs,0,2,,3,,,0,66,1,30.20,4,,2,7,1020,,14,9.0,5,52,1025,,0,7,11,0.0,12,,,,,,30.26,14.5,30.13,9.0,,,,52,44,9.0,75,,11,,57,48,35

554,20020610,44.813333333333,-76.840833333333,0,,0,60,0,24.1,ESE,46,24.1,,0,10,,,0.00,5,1019.47,,,3Or6HourObs,0,6,,5,,,0,53,4,30.11,10,,8,10,1016,,21,15.0,8,51,1022,,0,9,17,0.0,16,,,,,,30.18,24.1,30.00,15.0,,,,123,48,15.0,82,,11,,69,50,46

555,20020612,44.150833333333,-79.812222222222,0,,0,62,0,,NE,99,,,0,20,,,0.25,4,,,,HourlyObs,0,2,,5,,,0,100,1,,12,,13,12,,,20,,8,55,,,0,15,18,6.3,16,,,,,,,,,,,,,53,60,,100,,13,,68,68,56

556,20020613,46.376241977364,-80.860521576332,0,,0,62,0,24.1,NE,29,24.1,,0,10,,,0.00,3,1012.98,,,3Or6HourObs,0,0,,6,,,0,51,0,29.92,12,,4,10,1011,,23,15.0,10,51,1015,,0,6,17,0.0,17,,,,,,29.97,24.1,29.85,15.0,,,,48,43,15.0,67,,11,,73,50,39

557,20020618,43.428611111111,-79.751388888889,0,,0,60,0,14.5,ESE,46,14.5,,0,11,,,0.00,4,1019.55,,,3Or6HourObs,0,2,,5,,,0,65,1,30.11,10,,6,12,1015,,18,9.0,7,56,1023,,0,9,18,0.0,16,,,,,,30.22,14.5,29.98,9.0,,,,114,48,9.0,82,,13,,65,52,44

558,20020618,43.447222222222,-79.881111111111,0,,0,60,0,14.5,ESE,46,14.5,,0,11,,,0.00,4,1019.55,,,3Or6HourObs,0,2,,5,,,0,65,1,30.11,10,,6,12,1015,,18,9.0,7,56,1023,,0,9,18,0.0,16,,,,,,30.22,14.5,29.98,9.0,,,,114,48,9.0,82,,13,,65,52,44

559,20020623,43.428611111111,-79.751388888889,0,,0,76,0,14.5,West,34,14.5,,11,18,,,0.00,0,1019.63,,,3Or6HourObs,0,2,,4,,,0,58,1,30.11,26,,14,12,1018,,31,9.0,6,63,1023,,0,15,18,0.0,24,,,,,,30.20,14.5,30.05,9.0,,,,267,59,9.0,85,,17,,89,64,56

560,20020625,43.545277777778,-79.775000000000,0,,0,76,0,19.0,SW,46,24.1,,10,20,,,0.00,0,1017.24,,,3Or6HourObs,0,0,,4,,,0,59,0,30.04,26,,7,15,1014,,32,8.0,7,62,1020,,0,15,24,0.0,24,,,,,,30.11,12.9,29.96,15.0,,,,216,59,11.8,83,,17,,89,68,45

561,20020629,44.117992568757,-78.768755740741,0,,0,72,0,20.6,SW,43,24.1,,8,16,,,0.00,0,1019.80,,,3Or6HourObs,0,0,,3,,,0,58,0,30.12,22,,12,14,1017,,30,8.0,5,59,1022,,0,14,22,0.0,22,,,,,,30.17,12.9,30.04,15.0,,,,223,57,12.8,82,,15,,86,61,54

562,20020627,44.255000000000,-79.160000000000,0,,0,68,0,,NW,87,,,4,21,,,0.00,0,1005.27,,,3Or6HourObs,0,0,,8,,,0,94,0,29.69,18,,17,20,1004,,22,,12,65,1007,,0,19,32,0.0,20,,,,,,29.75,,29.64,,,,,314,67,,100,,18,,72,69,63

563,20020611,44.103393412563,-77.551376342773,0,,1,70,0,15.8,SW,51,24.1,,6,21,,,0.00,0,1008.86,,,3Or6HourObs,1,0,,8,,,0,67,0,29.80,20,,9,28,1004,,28,1.5,12,59,1015,,0,15,44,0.0,22,,,,,,29.97,2.4,29.67,15.0,,,,229,60,9.8,94,,15,,82,70,48

564,20020708,43.447222222222,-79.881111111111,0,,0,78,0,14.5,West,33,14.5,,14,16,,,0.00,0,1020.09,,,3Or6HourObs,0,7,,5,,,0,51,5,30.13,28,,12,8,1016,,31,9.0,9,70,1022,,0,14,13,0.0,26,,,,,,30.18,14.5,30.00,9.0,,,,260,57,9.0,70,,21,,87,62,54

565,20020708,44.255000000000,-79.160000000000,0,,0,72,0,,West,63,,,7,22,,,0.00,0,1018.38,,,3Or6HourObs,0,2,,5,,,0,80,1,30.08,22,,15,12,1015,,26,,7,65,1020,,0,19,18,0.0,22,,,,,,30.14,,29.97,,,,,261,66,,91,,18,,79,72,60

566,20020706,45.021577056584,-81.291815791905,0,,0,62,0,,North,50,,,0,17,,,0.00,3,,,,3Or6HourObs,0,0,,2,,,0,80,0,,12,,9,7,,,25,,2,47,,,0,13,11,0.0,16,,,,,,,,,,,,,352,56,,100,,8,,77,63,48

567,20020706,45.651111111111,-80.562222222222,0,,0,63,0,,NNW,69,,,0,16,,,0.00,2,1024.43,,,3Or6HourObs,0,13,,11,,,0,90,8,30.25,13,,13,17,1023,,18,,18,61,1026,,0,15,28,0.0,17,,,,,,30.29,,30.21,,,,,327,60,,98,,16,,65,62,55

568,20020707,45.651111111111,-80.562222222222,0,,0,66,0,,West,80,,,0,18,,,0.00,0,1021.45,,,3Or6HourObs,0,15,,10,,,0,87,9,30.16,16,,16,16,1021,,20,,16,63,1022,,0,17,26,0.0,18,,,,,,30.18,,30.15,,,,,262,62,,94,,17,,68,64,60

569,20020711,43.262500000000,-79.701944444445,0,,0,66,0,14.5,East,41,14.5,,2,14,,,0.00,0,1022.76,,,3Or6HourObs,0,4,,8,,,0,52,2,30.21,16,,6,15,1021,,22,9.0,12,61,1024,,0,9,24,0.0,19,,,,,,30.25,14.5,30.14,9.0,,,,80,48,9.0,67,,16,,72,58,43

570,20020712,44.866666666667,-79.816666666660,0,,0,66,0,,WNW,34,,,0,16,,,0.00,0,1018.41,,,3Or6HourObs,0,0,,2,,,0,73,0,30.08,16,,8,6,1015,,24,,3,55,1021,,0,13,9,0.0,18,,,,,,30.15,,29.99,,,,,288,55,,100,,13,,76,61,46

571,20020717,44.321804709439,-77.794412742605,0,,0,76,0,22.1,SW,52,24.1,,12,22,,,0.00,0,1012.49,,,3Or6HourObs,0,0,,7,,,0,70,0,29.90,26,,17,20,1010,,31,12.0,11,66,1015,,0,20,32,0.0,25,,,,,,29.97,19.3,29.83,15.0,,,,221,67,13.8,88,,19,,87,72,63

572,20020718,45.651111111111,-80.562222222222,0,,0,65,0,,North,76,,,0,21,,,0.00,0,1013.71,,,3Or6HourObs,0,17,,16,,,0,89,10,29.94,15,,14,31,1011,,21,,26,60,1015,,0,16,50,0.0,18,,,,,,29.99,,29.86,,,,,1,62,,100,,15,,70,70,57

573,20020725,44.813333333333,-76.840833333333,0,,0,65,0,24.1,ESE,50,24.1,,0,16,,,0.00,0,1021.81,,,3Or6HourObs,0,4,,6,,,0,61,2,30.18,15,,9,12,1019,,24,15.0,9,55,1024,,0,13,18,0.0,18,,,,,,30.25,24.1,30.09,15.0,,,,116,56,15.0,77,,13,,75,61,48

574,20020725,43.447222222222,-79.881111111111,0,,0,66,0,14.5,NE,48,14.5,,0,17,,,0.00,0,1021.27,,,3Or6HourObs,0,0,,8,,,0,66,0,30.16,16,,9,16,1017,,21,9.0,13,61,1024,,0,13,26,0.0,18,,,,,,30.25,14.5,30.03,9.0,,,,44,55,9.0,79,,16,,70,62,49

575,20020802,43.464166666667,-79.802777777700,0,,0,80,0,14.5,West,35,14.5,,14,21,,,0.00,0,1014.47,,,3Or6HourObs,0,6,,6,,,0,54,4,29.96,30,,12,14,1011,,29,9.0,10,73,1019,,0,17,22,0.0,26,,,,,,30.09,14.5,29.85,9.0,,,,275,62,9.0,72,,22,,84,70,53

576,20020729,44.135100866145,-79.313259211882,0,,1,76,0,15.4,SSW,54,24.1,,12,23,,,0.00,0,1008.58,,,3Or6HourObs,1,0,,4,,,0,71,0,29.79,26,,16,17,1006,,31,4.0,7,66,1011,,0,19,28,0.0,25,,,,,,29.85,6.4,29.70,15.0,,,,198,66,9.6,88,,19,,87,73,61

577,20020806,42.951002731347,-81.184763156843,0,,0,62,0,24.1,North,46,24.1,,0,13,,,0.00,3,1022.81,,,3Or6HourObs,0,9,,8,,,0,65,6,30.21,12,,8,13,1020,,22,15.0,13,53,1024,,0,10,20,0.0,17,,,,,,30.25,24.1,30.12,15.0,,,,355,50,15.0,82,,12,,71,55,46

578,20020806,44.305833333333,-79.030000000000,0,,0,60,0,,NNE,57,,,0,12,,,0.00,5,1022.35,,,3Or6HourObs,0,9,,11,,,0,70,6,30.19,10,,8,18,1020,,19,,17,53,1024,,0,10,30,0.0,16,,,,,,30.24,,30.11,,,,,20,50,,82,,12,,67,54,47

579,20020806,44.304444444444,-79.069444444444,0,,0,60,0,,NNE,57,,,0,12,,,0.00,5,1022.35,,,3Or6HourObs,0,9,,11,,,0,70,6,30.19,10,,8,18,1020,,19,,17,53,1024,,0,10,30,0.0,16,,,,,,30.24,,30.11,,,,,20,50,,82,,12,,67,54,47

580,20020806,44.309444444444,-79.115277777778,0,,0,60,0,,NNE,57,,,0,12,,,0.00,5,1022.35,,,3Or6HourObs,0,9,,11,,,0,70,6,30.19,10,,8,18,1020,,19,,17,53,1024,,0,10,30,0.0,16,,,,,,30.24,,30.11,,,,,20,50,,82,,12,,67,54,47

581,20020808,43.447222222222,-79.881111111111,0,,0,67,0,14.5,ESE,48,14.5,,2,14,,,0.00,0,1024.09,,,3Or6HourObs,0,4,,8,,,0,56,2,30.24,17,,9,15,1023,,22,9.0,12,62,1026,,0,11,24,0.0,20,,,,,,30.29,14.5,30.21,9.0,,,,123,51,9.0,67,,17,,72,58,48

582,20020808,43.428611111111,-79.751388888889,0,,0,67,0,14.5,ESE,48,14.5,,2,14,,,0.00,0,1024.09,,,3Or6HourObs,0,4,,8,,,0,56,2,30.24,17,,9,15,1023,,22,9.0,12,62,1026,,0,11,24,0.0,20,,,,,,30.29,14.5,30.21,9.0,,,,123,51,9.0,67,,17,,72,58,48

583,20020812,44.255000000000,-79.160000000000,0,,0,79,0,,SW,56,,,14,23,,,0.00,0,1015.47,,,3Or6HourObs,0,4,,7,,,0,80,2,29.99,29,,20,16,1014,,30,,11,72,1016,,0,21,26,0.0,26,,,,,,30.02,,29.95,,,,,219,71,,92,,22,,86,73,68

584,20020812,44.401666666667,-79.121666666667,0,,0,79,0,,SW,56,,,14,23,,,0.00,0,1015.47,,,3Or6HourObs,0,4,,7,,,0,80,2,29.99,29,,20,16,1014,,30,,11,72,1016,,0,21,26,0.0,26,,,,,,30.02,,29.95,,,,,219,71,,92,,22,,86,73,68

585,20020812,44.305833333333,-79.030000000000,0,,0,79,0,,SW,56,,,14,23,,,0.00,0,1015.47,,,3Or6HourObs,0,4,,7,,,0,80,2,29.99,29,,20,16,1014,,30,,11,72,1016,,0,21,26,0.0,26,,,,,,30.02,,29.95,,,,,219,71,,92,,22,,86,73,68

586,20020812,44.309444444444,-79.115277777778,0,,0,79,0,,SW,56,,,14,23,,,0.00,0,1015.47,,,3Or6HourObs,0,4,,7,,,0,80,2,29.99,29,,20,16,1014,,30,,11,72,1016,,0,21,26,0.0,26,,,,,,30.02,,29.95,,,,,219,71,,92,,22,,86,73,68

587,20020812,44.813333333333,-76.840833333333,0,,0,76,0,7.2,SSW,73,9.7,,10,21,,,0.00,0,1016.46,,,3Or6HourObs,0,4,,7,,,0,78,2,30.02,26,,19,14,1016,,26,4.0,11,73,1017,,0,21,22,0.0,24,,,,,,30.04,6.4,29.99,6.0,,,,202,69,4.5,88,,23,,78,70,66

588,20020819,43.447222222222,-79.881111111111,0,,0,64,0,14.5,NNE,48,14.5,,0,16,,,0.00,1,1013.41,,,3Or6HourObs,0,2,,4,,,0,74,1,29.93,14,,10,10,1012,,21,9.0,7,58,1015,,0,13,17,0.0,18,,,,,,29.98,14.5,29.88,9.0,,,,16,55,9.0,88,,14,,70,61,50

589,20020824,44.813333333333,-76.840833333333,0,,0,66,0,19.6,NE,72,24.1,,2,18,,,0.00,0,1009.42,,,3Or6HourObs,1,6,,5,,,0,81,4,29.81,16,,12,8,1008,,22,3.0,9,62,1011,,0,16,13,0.0,20,,,,,,29.85,4.8,29.78,15.0,,,,39,61,12.2,94,,17,,71,64,54

590,20020827,44.813333333333,-76.840833333333,0,,0,65,0,24.1,NE,40,24.1,,0,9,,,0.00,0,1024.93,,,3Or6HourObs,0,11,,11,,,0,51,7,30.27,15,,6,16,1022,,22,15.0,18,59,1027,,0,8,26,0.0,18,,,,,,30.34,24.1,30.17,15.0,,,,36,46,15.0,67,,15,,71,48,43

591,20020903,43.447222222222,-79.881111111111,0,,0,78,0,14.5,WSW,27,14.5,,14,18,,,0.00,0,1010.97,,,3Or6HourObs,0,6,,7,,,0,53,4,29.86,28,,7,14,1009,,29,9.0,11,72,1013,,0,15,22,0.0,26,,,,,,29.91,14.5,29.81,9.0,,,,246,59,9.0,70,,22,,84,65,45

592,20020906,42.951002731347,-81.184763156843,0,,0,68,0,23.9,ESE,45,24.1,,2,16,,,0.00,0,1022.28,,,3Or6HourObs,0,0,,4,,,0,63,0,30.19,18,,8,7,1021,,28,12.0,6,53,1024,,0,12,11,0.0,20,,,,,,30.23,19.3,30.15,15.0,,,,121,55,14.9,83,,12,,82,61,46

593,20020911,45.021577056584,-81.291815791905,0,,0,58,0,,North,54,,,0,13,,,0.00,7,,,,3Or6HourObs,0,0,,8,,,0,81,0,,8,,9,13,,,19,,12,47,,,0,12,20,0.0,14,,,,,,,,,,,,,3,53,,100,,8,,67,55,48

594,20020911,45.021577056584,-81.291815791905,0,,0,58,0,,North,54,,,0,13,,,0.00,7,,,,3Or6HourObs,0,0,,8,,,0,81,0,,8,,9,13,,,19,,12,47,,,0,12,20,0.0,14,,,,,,,,,,,,,3,53,,100,,8,,67,55,48

595,20020911,45.651111111111,-80.562222222222,0,,0,59,0,,North,47,,,0,13,,,0.00,6,1012.40,,,3Or6HourObs,0,26,,27,,,0,74,16,29.90,9,,6,37,1006,,17,,43,55,1016,,0,10,59,0.0,14,,,,,,30.01,,29.70,,,,,355,50,,95,,12,,63,56,42

596,20020913,44.305833333333,-79.030000000000,0,,0,67,0,,NW,67,,,2,18,,,0.00,0,1014.65,,,3Or6HourObs,0,2,,15,,,0,78,1,29.97,17,,13,24,1013,,21,,23,63,1017,,0,16,39,0.0,19,,,,,,30.04,,29.92,,,,,307,60,,99,,17,,71,65,56

597,20020913,44.304444444444,-79.069444444444,0,,0,67,0,,NW,67,,,2,18,,,0.00,0,1014.65,,,3Or6HourObs,0,2,,15,,,0,78,1,29.97,17,,13,24,1013,,21,,23,63,1017,,0,16,39,0.0,19,,,,,,30.04,,29.92,,,,,307,60,,99,,17,,71,65,56

598,20020913,44.309444444444,-79.115277777778,0,,0,67,0,,NW,67,,,2,18,,,0.00,0,1014.65,,,3Or6HourObs,0,2,,15,,,0,78,1,29.97,17,,13,24,1013,,21,,23,63,1017,,0,16,39,0.0,19,,,,,,30.04,,29.92,,,,,307,60,,99,,17,,71,65,56

599,20020913,44.401666666667,-79.121666666667,0,,0,67,0,,NW,67,,,2,18,,,0.00,0,1014.65,,,3Or6HourObs,0,2,,15,,,0,78,1,29.97,17,,13,24,1013,,21,,23,63,1017,,0,16,39,0.0,19,,,,,,30.04,,29.92,,,,,307,60,,99,,17,,71,65,56

600,20020913,44.255000000000,-79.160000000000,0,,0,67,0,,NW,67,,,2,18,,,0.00,0,1014.65,,,3Or6HourObs,0,2,,15,,,0,78,1,29.97,17,,13,24,1013,,21,,23,63,1017,,0,16,39,0.0,19,,,,,,30.04,,29.92,,,,,307,60,,99,,17,,71,65,56

601,20020804,45.072500000000,-78.312500000000,0,,0,64,0,,West,59,,,0,20,,,0.05,0,1021.03,,,HourlyObs,0,0,,1,,,0,89,0,30.15,14,,12,7,1018,,25,,2,52,1023,,0,16,11,1.3,18,,,,,,30.21,,30.06,,,,,265,61,,100,,11,,77,68,53

602,20020811,45.072500000000,-78.312500000000,0,,0,66,0,,SW,49,,,1,20,,,0.00,0,1016.62,,,3Or6HourObs,0,0,,2,,,0,77,0,30.02,16,,9,9,1015,,29,,4,48,1018,,0,16,15,0.0,19,,,,,,30.06,,29.98,,,,,235,60,,100,,9,,84,68,49

603,20020818,45.072500000000,-78.312500000000,0,,0,68,0,,WSW,51,,,2,22,,,0.00,0,1009.47,,,3Or6HourObs,0,2,,6,,,0,74,1,29.81,18,,12,10,1006,,23,,9,55,1014,,0,16,17,0.0,19,,,,,,29.95,,29.72,,,,,253,61,,97,,13,,75,71,54

604,20020824,45.072500000000,-78.312500000000,0,,0,60,0,,NNW,54,,,0,15,,,0.00,4,1011.25,,,3Or6HourObs,0,0,,1,,,0,81,0,29.87,10,,8,6,1009,,24,,2,46,1014,,0,12,9,0.0,16,,,,,,29.96,,29.81,,,,,339,53,,100,,7,,75,60,46

605,20020831,45.072500000000,-78.312500000000,0,,0,64,0,,South,50,,,0,18,,,0.00,0,1030.68,,,3Or6HourObs,0,0,,1,,,0,81,0,30.44,14,,10,5,1029,,27,,2,49,1032,,0,15,7,0.0,18,,,,,,30.49,,30.40,,,,,181,58,,100,,9,,80,64,50

606,20020908,45.072500000000,-78.312500000000,0,,0,70,0,,West,42,,,4,19,,,0.00,0,1023.07,,,3Or6HourObs,0,0,,2,,,0,76,0,30.21,20,,10,6,1022,,32,,3,50,1025,,0,15,9,0.0,21,,,,,,30.26,,30.17,,,,,270,60,,100,,10,,89,66,51

607,20020914,45.072500000000,-78.312500000000,0,,0,62,0,,SSW,41,,,0,19,,,0.00,4,1015.45,,,HourlyObs,0,0,,3,,,0,83,0,29.99,12,,8,12,1012,,25,,4,45,1018,,0,13,18,0.0,16,,,,,,30.07,,29.88,,,,,196,55,,100,,7,,78,66,46

608,20020914,45.072500000000,-78.312500000000,0,,0,62,0,,SSW,41,,,0,19,,,0.00,4,1015.45,,,HourlyObs,0,0,,3,,,0,83,0,29.99,12,,8,12,1012,,25,,4,45,1018,,0,13,18,0.0,16,,,,,,30.07,,29.88,,,,,196,55,,100,,7,,78,66,46

609,20020916,42.951002731347,-81.184763156843,0,,0,65,0,20.3,NNW,35,24.1,,0,16,,,0.00,0,1017.72,,,3Or6HourObs,0,0,,4,,,0,67,0,30.06,15,,4,9,1017,,24,5.0,6,53,1019,,0,11,15,0.0,18,,,,,,30.10,8.0,30.03,15.0,,,,348,52,12.6,94,,12,,75,61,39

610,20020923,42.951002731347,-81.184763156843,0,,0,54,0,21.4,West,42,24.1,,0,9,,,0.00,11,1021.60,,,3Or6HourObs,0,0,,5,,,0,69,0,30.17,4,,4,9,1018,,17,10.0,7,46,1023,,0,6,15,0.0,12,,,,,,30.21,16.1,30.08,15.0,,,,264,43,13.3,93,,8,,62,48,39

611,20020930,44.103393412563,-77.551376342773,0,,1,64,0,11.6,SSW,68,19.3,,0,18,,,0.00,1,1019.18,,,3Or6HourObs,1,0,,3,,,0,87,0,30.10,14,,15,10,1016,,21,3.0,5,59,1021,,0,16,17,0.0,18,,,,,,30.16,4.8,30.02,12.0,,,,195,61,7.2,100,,15,,69,64,59

612,20020929,45.476706053712,-76.014345268587,0,,0,50,0,28.6,East,57,32.2,,0,7,,,0.00,14,1024.25,,,3Or6HourObs,1,0,,3,,,0,70,0,30.25,0,,0,8,1023,,15,15.0,5,42,1026,,0,4,13,0.0,10,,,,,,30.31,24.1,30.21,20.0,,,,88,39,17.8,81,,6,,59,45,32

613,20021003,43.428611111111,-79.751388888889,0,,0,62,0,14.5,NE,63,14.5,,0,15,,,0.00,4,1018.56,,,3Or6HourObs,0,13,,11,,,0,75,8,30.08,12,,10,20,1014,,19,9.0,18,57,1020,,0,11,32,0.0,16,,,,,,30.14,14.5,29.95,9.0,,,,52,52,9.0,87,,14,,66,59,49

614,20021009,43.487500000000,-79.970000000000,0,,0,52,0,,SSW,63,,,0,12,,,0.02,13,,,,HourlyObs,0,0,,2,,,0,86,0,,2,,4,5,,,18,,2,39,,,0,9,7,0.5,11,,,,,,,,,,,,,206,47,,100,,4,,65,54,39

615,20020921,45.072500000000,-78.312500000000,0,,0,64,0,,SW,69,,,0,21,,,0.04,1,1010.21,,,HourlyObs,0,0,,5,,,0,87,0,29.84,14,,12,9,1005,,22,,9,53,1016,,0,18,15,1.0,17,,,,,,29.99,,29.68,,,,,226,64,,100,,11,,73,70,53

616,20020928,45.072500000000,-78.312500000000,0,,0,48,0,,North,44,,,0,12,,,0.00,18,1019.55,,,3Or6HourObs,0,0,,4,,,0,80,0,30.11,0,,2,9,1010,,15,,7,34,1024,,0,6,15,0.0,8,,,,,,30.26,,29.83,,,,,355,43,,100,,1,,59,53,35

617,20021019,45.072500000000,-78.312500000000,0,,0,45,0,,WSW,69,,,0,9,,,0.70,20,1005.24,,,HourlyObs,0,4,,4,,,0,92,2,29.69,0,,4,13,1001,,10,,7,39,1013,,0,6,20,17.8,7,,,,,,29.93,,29.57,,,,,241,43,,100,,4,,51,48,39

618,20021113,43.428611111111,-79.751388888889,0,,0,44,0,14.5,WSW,50,14.5,,0,3,,,0.00,21,1018.24,,,3Or6HourObs,0,4,,6,,,0,60,2,30.07,0,,-3,9,1017,,8,9.0,9,41,1020,,0,-1,15,0.0,6,,,,,,30.12,14.5,30.04,9.0,,,,252,31,9.0,84,,5,,47,37,27

619,20021115,43.262500000000,-79.701944444445,0,,0,37,0,14.5,NNW,54,14.5,,0,4,,,0.00,28,1017.99,,,3Or6HourObs,0,6,,9,,,0,72,4,30.06,0,,-8,21,1011,,6,9.0,14,31,1025,,0,-2,33,0.0,3,,,,,,30.26,14.5,29.85,9.0,,,,347,28,9.0,87,,0,,43,38,18

620,20030415,43.594144083989,-80.483643072060,0,,0,66,0,14.5,SW,32,14.5,,0,11,,,0.00,0,1011.37,,,3Or6HourObs,0,13,,14,,,0,45,8,29.87,16,,3,26,1008,,26,9.0,23,53,1016,,0,6,43,0.0,19,,,,,,30.01,14.5,29.76,9.0,,,,225,44,9.0,62,,12,,78,52,37

621,20030428,44.822869182587,-77.116016527576,0,,0,60,0,,WSW,30,,,0,9,,,0.00,6,1007.91,,,3Or6HourObs,0,4,,6,,,0,45,2,29.77,10,,-1,14,1006,,22,,10,47,1012,,0,3,22,0.0,15,,,,,,29.90,,29.70,,,,,242,38,,56,,8,,72,48,30

622,20030503,43.416666666667,-79.816666666660,0,,0,46,0,,ENE,34,,,0,4,,,0.00,19,,,,3Or6HourObs,0,0,,4,,,0,57,0,,0,,-4,12,,,11,,6,41,,,0,-1,18,0.0,8,,,,,,,,,,,,,69,30,,93,,5,,51,40,24

623,20030510,45.021577056584,-81.291815791905,0,,0,51,0,,SE,70,,,0,10,,,0.00,14,,,,3Or6HourObs,0,9,,7,,,0,77,6,,1,,4,13,,,14,,11,45,,,0,7,20,0.0,10,,,,,,,,,,,,,132,45,,86,,7,,57,50,39

624,20030515,44.785687555738,-76.225101520705,0,,0,38,1,13.2,South,46,14.5,,0,-1,,,0.00,26,1008.22,,,3Or6HourObs,1,0,,6,,,0,60,0,29.78,0,,-5,16,1007,,7,1.6,9,30,1013,,0,-3,26,0.0,4,,,,,,29.91,2.6,29.73,9.0,,,,171,26,8.2,86,,-1,,44,30,23

